"item_id","item_pymnt_amount","item_desc_dutch","item_desc_translation","item_location","month","year","manuscript","folio_num"
553,"7 ½ s","2 ½ dach","two-and-a-half days’ work",16,"October",1456,1214,"153r"
554,"17 ½ pl","2 ½ dach","two-and-a-half days’ work",16,"October",1456,1214,"153r"
555,"4 ½ s","1 ½ dach","one-and-a-half day's work",16,"October",1456,1214,"153r"
556,"2 s","1 dach","one day's work",16,"November",1456,1214,"153v"
557,"2 s","1 dach","one day's work",16,"November",1456,1214,"153v"
558,"5 ½ rijnse gulden","verdient die cappe van den vijnt chore … cost te maken","earned for the expense of making the cap for the vaulted choir",16,"November",1456,1214,"153v"
559,"9 gripen 6s","ghecoft 6 eyken … ellic eyke 16s","purchased 6 (pieces) of oak, each (piece of) oak 16 s",16,"November",1456,1214,"153v"
560,"8 s","2 daghe van zaghene verdient(earned for two days sawing)",,16,"November",1456,1214,"153v"
561,"16 s","4 daghe gheseegt","sawed for four days",16,"November",1456,1214,"153v"
562,"16 s","4 daghe gheseegt","sawed for four days",16,"November",1456,1214,"153v"
563,"20 s ","noch 5 daghe gheseegt","sawed for another 5 days",16,"November",1456,1214,"153v"
564,"12 s","3 daghe","three days’ work",16,"November",1456,1214,"153v"
565,"6 s","2 daghe","two days’ work",16,"November",1456,1214,"153v"
566,"6 s","2 daghe","two days’ work",16,"November",1456,1214,"153v"
567,"3 ½ s","2 daghe","two days’ work",16,"November",1456,1214,"153v"
568,"14 s","7 daghe","seven days’ work",16,"November",1456,1214,"153v"
569,"12 s","6 daghe","six days’ work",16,"November",1456,1214,"153v"
570,"3 s","2 daghe","two days’ work",16,"November",1456,1214,"153v"
571,"2 s","1 dach","one day's work",16,"November",1456,1214,"153v"
572,"1½ s","1 dach","one day's work",16,"November",1456,1214,"153v"
573,"4 s","1 dach","one day's work",16,"November",1456,1214,"153v"
574,"NULL","300 voete ordune ende 68 voete ellic honder voete 6 ½ gripe","300 feet of blue stone and (another) 68 feet at a rate of 6 ½ gripen per one hundred feet",16,"November",1456,1214,"154r"
575,"NULL","noch 54 voete metten anghelen die hondert voete 6 ½ gripe","another 54 feet (of blue stone) with angles at a rate of 6 ½ gripen per one hundred feet",16,"November",1456,1214,"154r"
576,"NULL","noch 69 voete egsteene ellic voet 20gr","another 69 feet of cornerstones each foot 20 gr",16,"November",1456,1214,"154r"
577,"NULL","noch 64 voete formereets ellic voet 20gr","another 64 feet formereets (TRANSLATE THIS) each foot 20 gr",16,"November",1456,1214,"154r"
578,"162 s","27 voete va den boghe ellicken voet 6s","27 feet of the arch each foot 6 s",16,"November",1456,1214,"154r"
579,"24 s","te Bost ghecoft 200 vlisteen ordune","puchased 200 (pieces) flat(?) blue stone each foot 20 gr",12,"November",1456,1214,"154r"
580,"154 s","11000 korele ellic M 14s","11000 tiles at a rate of 14 s per thousand",16,"November",1456,1214,"154r"
581,"7 ½ gripe 2s","700 voete latten ellic hondert 11s","700 feet of batten each hundred (feet) 11 s",14,"November",1456,1214,"154r"
582,"6 gripen 4 s","Ghecoft 100 lb loets ende 28 lb loets ellic pont ½ s(purchased 128 lbs of lead each pound ½ s)",,1,"November",1456,1214,"154r"
583,"16 s","schervensteennaghele","slate roof nails",1,"November",1456,1214,"154r"
584,"14 s","van der cappen van den chore ende van der ghelasen vinteren te betreckenne ende van den ghevele 2daghe","for the cap of the choir and for removing the glass windows and for the facade 2 days",1,"November",1456,1214,"145r"
585,"18 gripen 6 s","3100 sceversteene ellic M 3 rijnse gulden","3100 roof tiles at a rate of 3 Rhine Guilder per thousand",1,"December",1456,1214,"154r"
586,"20 s ","van hem ½ summe naghele","from him ½ amount of nails",1,"December",1456,1214,"154r"
587,"10 s","noc van hem 100 voete latten","again from him 100 feet of batten",1,"December",1456,1214,"145r"
588,"24 s","noch 400 sceversteene","another 400 slate tiles",1,"December",1456,1214,"154r"
589,"9 gripen","gherekent … van alderhans wercke van der keercken ende te Dormale ende van yserenwercke aen den vijnt choer voer Pinxen","paid … for various work in the church and in Dormale and for the iron work in the vaulted choir before Pentacost",3,"December",1456,1214,"155r"
590,"9 gripen 17pl","Ingheleet 6500 korele ellic M 14 ½ s","loaded(?) 6500 tiles each thousand 14 ½ s",1,"December",1456,1214,"155r"
591,"7 ½ h","van ener voeren te Gobbertinghen ende 3 voeder leems ende coerele","for a trip to Gobertange and three wagonloads of lime (plaster) and tiles",7,"June",1457,1214,"182r"
592,"5 ½ h","ghecort","“short” – money owed for service but not paid previously?",1,"June",1457,1214,"182r"
593,"3 h","van houte","for lumber",1,"June",1457,1214,"182r"
594,"12 h","van alderhans dienste","for various (work) service",1,"June",1457,1214,"182r"
595,"12½ h","van alderhans dienste","for various (work) service",1,"June",1457,1214,"182r"
596,"2 ½ m","unspecified work",,1,"June",1457,1214,"182r"
597,"4 h","verdient","earned for unstated work",1,"June",1457,1214,"182r"
598,"17 h","ghecort","“short” – money owed for service but not paid previously?",1,"June",1457,1214,"182r"
599,"14 s","van alderhans wercke in die keercke van jare van LVI end LVII verdient","earned for various work in the church in (14)56 and (14)57",1,"July",1457,1214,"188r"
600,"9 s","ghecoft 10 h calx","purchased 10 h chalk",1,"July",1457,1214,"188r"
601,"1½ s","Van 2 corporalen te waschen","for washing two corporals",1,"July",1457,1214,"188r"
602,"3 s","1 ½ dach","one-and-a-half day's work",1,"August",1457,1214,"188r"
603,"3 s","1 ½ dach","one-and-a-half day's work",1,"August",1457,1214,"188r"
604,"3 s","van enen boec te bindene","for binding a book",1,"August",1457,1214,"188r"
605,"7 s","van enen rieme aen die schelle","for a band on the bell",1,"August",1457,1214,"188r"
606,"6 s","van naghelen","for nails",1,"August",1457,1214,"188v"
607,"49 s","7m calx ellic m 7s","7 m chalk each m 7 s",1,"August",1457,1214,"188v"
608,"5 gripen 6 ½ pl","noch 7m calx ende 3h ellic m 7s","another 7 m 3 h chalk each m 7 s",1,"August",1457,1214,"188v"
609,"8 s","4 daghe","four days’ work (sawing)",3,"August",1457,1214,"188v"
610,"8 ½ gripe","ghezaecht 4 daghe","sawed 4 days",3,"August",1457,1214,"188v"
611,"14 gripen","van der porten te maken","for making doorways",1,"September",1457,1214,"188v"
612,"3 s","1 ½ dach","one-and-a-half day's work",1,"September",1457,1214,"188v"
613,"3 s","1 ½ dach","one-and-a-half day's work",1,"September",1457,1214,"188v"
614,"5 s","2 ½ dach","two-and-a-half days’ work (sawing)",1,"September",1457,1214,"188v"
615,"5 s","2 ½ dach","two-and-a-half days’ work (sawing)",1,"September",1457,1214,"188v"
616,"32 s 3 pl","ghecoft 1 eyke om 29s ende 3s ","bought one oak for 29 s and 3 s",1,"September",1457,1214,"188v"
617,"9 s","4 ½ dach","four-and-a-half days work",1,"September",1457,1214,"188v"
618,"6 s","4 dage","four days’ work (unspecified)",1,"September",1457,1214,"188v"
619,"4 ½ s","2 daghe calc beslaghen ende 1 dach te Gobbertinghen","two days transporting chalk and one day to Gobertange",1,"September",1457,1214,"189r"
620,"3 ½ s","2 daghe calc beslaghen","two days transporting chalk",1,"September",1457,1214,"189r"
621,"3 ½ s","2 daghe hout ghemaecht","two days' wood work",1,"September",1457,1214,"189r"
622,"22 s","hout 2 stucken ghecoft","purchased two pieces of lumber",1,"September",1457,1214,"189r"
623,"6 s","ghecoft te Dormale 1 stucke houts","purchased one piece of lumber at Dormale",3,"September",1457,1214,"189r"
624,"20 s ","5 daghe in keerchuys om die boghe te maken daer men op weelfde","five days in the church to make the centering for buliding an arch",1,"September",1457,1214,"189r"
625,"6 s","3 daghe","three days’ work (sawing)",1,"September",1457,1214,"189r"
626,"6 s","3 daghe","three days’ work (sawing)",1,"September",1457,1214,"189r"
627,"36 s 3 pl","ghecoft 14 ellen zaeys ellic elle 10 ½ pl","purchased fourteen ells of silk each ell 10 ½ s",1,"September",1457,1214,"189r"
628,"10 gripen","60 voeten ogiven ellicken voet 2 phs d","60 feet of (ogival) tracery) each foot 2 phs d",1,"September",1457,1214,"189r"
629,"12 s","3 daghe ellics daechs 4s","three days work (carving stone) each day 4s",1,"September",1457,1214,"189r"
630,"8 s","2 daghe ellics daechs 4s","two days each day 4 s",1,"September",1457,1214,"189r"
631,"6 s","2 daghe","two days’ work",1,"September",1457,1214,"189r"
632,"6 s","2 daghe","two days’ work",1,"September",1457,1214,"189r"
633,"3 ½ s","2 daghe","two days’ work",1,"September",1457,1214,"189r"
634,"7 pl","1 dach","one day's work",1,"September",1457,1214,"189r"
635,"6 s","3 daghe","three days’ work (sawing)",1,"September",1457,1214,"189r"
636,"6 s","3 daghe","three days’ work (sawing)",1,"September",1457,1214,"189r"
637,"7 pl","1 dach","one day's work",1,"September",1457,1214,"189r"
638,"6 s","gheweest te Louenne","travel to Louvain (part 1 of 2)",17,"September",1457,1214,"189r"
639,"NULL","gheweest … te Thienen","travel to Thienen (part 2 of 2)",11,"September",1457,1214,"189r"
640,"49 s","bliven wy … schuldich 7 daghe elliken dach 7s","we remain responsible for 7 days each day 7 s",1,"September",1457,1214,"189v"
641,"10 s","134 voet beerts","134 feet of planking",1,"October",1457,1214,"189v"
642,"22 ½ s","300 beerts","300 planks",1,"October",1457,1214,"189v"
643,"20 s ","5 daghe","five days’ work",1,"October",1457,1214,"189v"
644,"15 s","5 daghe","five days’ work",1,"October",1457,1214,"189v"
645,"15 s","5 daghe","five days’ work",1,"October",1457,1214,"189v"
646,"8 s 3 pl","5 dage","five days’ work",1,"October",1457,1214,"189v"
647,"8 s 3 pl","5 dage","five days’ work",1,"October",1457,1214,"189v"
648,"8 s 3 pl","5 dage","five days’ work",1,"October",1457,1214,"189v"
649,"3 ½ s","2 dage","two days’ work (unspecified)",1,"October",1457,1214,"189v"
650,"16 ½ s","5 ½ dach","5 ½ days’ work",1,"October",1457,1214,"189v"
651,"18 s","6 daghe","six days’ work",1,"October",1457,1214,"189v"
652,"10½ s","6 daghe","six days’ work",1,"October",1457,1214,"189v"
653,"10½ s","6 daghe","six days’ work",1,"October",1457,1214,"189v"
654,"3 ½ s","2 dage","two days’ work",1,"October",1457,1214,"189v"
655,"8 s","2 dage","two days’ work",1,"October",1457,1214,"189v"
656,"40 s","10 daghe","ten day’s work",1,"October",1457,1214,"189v"
657,"3 s","1 dach","one day's work",1,"October",1457,1214,"189v"
658,"7 pl","1 dach","one day's work",1,"October",1457,1214,"189v"
659,"1½ s","½ dach","half-day's work",1,"October",1457,1214,"189v"
660,"3 ½ pl","½ dach","half-day's work",1,"October",1457,1214,"189v"
661,"24 s","Ghecoft 12 ellen dwelen","purchased 12 ells of dwalen",1,"November",1457,1214,"190r"
662,"24 s","6 dage","six days’ work",1,"November",1457,1214,"190r"
663,"9 s","3 daghe","three days’ work (sawing)",1,"November",1457,1214,"190r"
664,"21 pl","3 daghe","three days’ work (sawing)",1,"November",1457,1214,"190r"
665,"1 s","½ dach","half-day's work",1,"November",1457,1214,"190r"
666,"1 s","½ dach","half-day's work",1,"November",1457,1214,"190r"
667,"26 s","ghecoft te Dormale 2 popeleren om die porte te makenne","purchased two (pieces) of poplar to make the door",3,"November",1457,1214,"190r"
668,"6 s","te Dormale","(for work) at Dormale",3,"November",1457,1214,"190r"
669,"6 s","3 daghe","three days’ work",1,"November",1457,1214,"190r"
670,"6 s","3 daghe","three days’ work",1,"November",1457,1214,"190r"
671,"6 s","3 daghe","three days’ work",1,"November",1457,1214,"190r"
672,"13 ½ s","4 ½ dach","four-and-a-half days work",1,"November",1457,1214,"190r"
673,"22 ½ s","7 ½ dach","seven-and-a-half days’ work",1,"November",1457,1214,"190r"
674,"7 ½ s 9gr","4 ½ dach","four-and-a-half days work",1,"November",1457,1214,"190r"
675,"7 s","3 ½ dach","three-and-a-half days’ work",1,"November",1457,1214,"190r"
676,"4 ½ s","3 daghe","three days’ work",1,"November",1457,1214,"190r"
677,"16 s","8 daghe","eight days’ work",1,"November",1457,1214,"190r"
678,"16 s","8 daghe","eight days’ work",1,"November",1457,1214,"190r"
679,"8 s","aen latten te clievenne","for splitting battens",1,"November",1457,1214,"190r"
680,"13 ½ s","ghecoft hout ter tgixsenen te Dormale aen den potte","purchased wood at the tgixsenen (TRANSLATE) at Dormale for posts(?)",3,"November",1457,1214,"190r"
681,"8 s","4 daghe te Dormale aen die porte","four days’ work in Dormale on the door",3,"December",1457,1214,"190v"
682,"8 s","4 daghe","four days’ work",3,"December",1457,1214,"190v"
683,"6 s","4 daghe","four days’ work",1,"December",1457,1214,"190v"
684,"21 pl","3 ½ dach","three-and-a-half days’ work",1,"December",1457,1214,"190v"
685,"1 s","aen dacroeden","for (iron) roof rods",1,"December",1457,1214,"190v"
686,"4 s","2 daghe","two days’ work",1,"December",1457,1214,"190v"
687,"4 s","2 daghe","two days’ work",1,"December",1457,1214,"190v"
688,"7 ½ gripe 7 ½ pl","34 eycken ghecoft","purchased 34 (pieces) of oak",1,"January",1458,1214,"190v"
689,"5 gripen 9 s","850 houts ghecoft","purchased 850 (pieces) of lumber",1,"January",1458,1214,"190v"
690,"6 s","3 daghe","three days’ work",1,"February",1458,1214,"191r"
691,"26 s","ghecoft 6 ½ elle Ierts lakens ellic elle 4s","purchased 6 ½ ells of Irish linen each elle 4 s",1,"February",1458,1214,"191r"
692,"10 s","swert te maken","for making a sword",1,"February",1458,1214,"191r"
693,"13 gripen 12½ pl","die ghelasen vinstere in den vijnt choer 71 voet ellicken voet 7 ½ pl","for 71 feet of glass in the window in the vaulted choir each foot 7 ½ pl",1,"March",1458,1214,"191r"
694,"24 s","ghecoft 2 stucken houts … tot orbere aen Dieric Metioels huys was","purchased two pieces of lumber … that was for use at Dieric Metioel’s house",1,"March",1458,1214,"191r"
695,"8 s","4 daghe","four days’ work",1,"March",1458,1214,"191r"
696,"8 s","4 daghe","four days’ work",1,"March",1458,1214,"191r"
697,"13 s","6 ½ dach","six-and-a-half days’ work",1,"March",1458,1214,"191r"
698,"15 s","7 ½ dach","seven-and-a-half days’ work",1,"March",1458,1214,"191r"
699,"6 s","te Dormale 3 daghe ghedecht","for 3 days’ roofing at Dormale",3,"March",1458,1214,"191r"
700,"4 ½ s","3 daghe","three days’ work",1,"March",1458,1214,"191r"
701,"6 s","3 daghe","three days’ work",1,"March",1458,1214,"191r"
702,"4 ½ s","3 daghe","three days’ work",1,"March",1458,1214,"191r"
703,"4 s","2 daghe","two days’ work",1,"March",1458,1214,"191r"
704,"3 s","2 daghe","two days’ work",1,"March",1458,1214,"191r"
705,"11 s","5 ½ dach","5 ½ days’ work",1,"March",1458,1214,"191v"
706,"11 s","5 ½ dach","5 ½ days’ work",1,"March",1458,1214,"191v"
707,"4 s","2 daghe","two days’ work",1,"March",1458,1214,"191v"
708,"3 s","2 daghe","two days’ work",1,"March",1458,1214,"191v"
709,"1½ s","1 dach","one day's work",1,"March",1458,1214,"191v"
710,"12 s","6 daghe","six days’ work",1,"March",1458,1214,"191v"
711,"12 s","6 daghe","six days’ work",1,"March",1458,1214,"191v"
712,"11 pl","van vitsroeden","for (iron) tie rods",1,"March",1458,1214,"191v"
713,"5 s","steene ghecoft","purchased stone",1,"March",1458,1214,"191v"
714,"13 s","steene ghecoft","purchased stone",1,"March",1458,1214,"191v"
715,"6 s","int Daleem 3 daghe","three days’ work in Dallem",18,"March",1458,1214,"191v"
716,"6 s","3 daghe","three days’ work",1,"March",1458,1214,"191v"
717,"9 s","4 ½ dach","four-and-a-half days work",1,"March",1458,1214,"191v"
718,"7 ½ s","5 daghe","five days’ work",1,"March",1458,1214,"191v"
719,"12 s","4 daghe","four days’ work",1,"March",1458,1214,"191v"
720,"13 ½ s","4 ½ dach","four-and-a-half days work",1,"March",1458,1214,"191v"
721,"7 ½ s","5 dage","five days’ work",1,"March",1458,1214,"191v"
722,"1½ s","1 dach","one day's work",1,"March",1458,1214,"191v"
723,"4 s","van den wieroecvate te makenne","for making the incense holder",1,"March",1458,1214,"191v"
724,"8 s","4 daghe","four days’ work",1,"April",1458,1214,"192r"
725,"4 s","2 daghe","two days’ work",1,"April",1458,1214,"192r"
726,"12 s","4 daghe","four days’ work",1,"April",1458,1214,"192r"
727,"10½ s","3 ½ dach","three-and-a-half days’ work",1,"April",1458,1214,"192r"
728,"10 s","5 daghe","five days’ work",1,"April",1458,1214,"192r"
729,"7 ½ s","5 daghe","five days’ work",1,"April",1458,1214,"192r"
730,"6 s","4 daghe","four days’ work",1,"April",1458,1214,"192r"
731,"6 s","3 daghe","three days’ work",1,"April",1458,1214,"192r"
732,"2 s","1 dach","one day's work",1,"April",1458,1214,"192r"
733,"4 ½ s","1 ½ dach","one-and-a-half day's work",1,"April",1458,1214,"192r"
734,"4 ½ s","1 ½ dach","one-and-a-half day's work",1,"April",1458,1214,"192r"
735,"9 pl","1 ½ dach","one-and-a-half day's work",1,"April",1458,1214,"192r"
736,"4 s","2 daghe","two days’ work",1,"April",1458,1214,"192r"
737,"3 s","2 dage","two days’ work",1,"April",1458,1214,"192r"
738,"7 pl","1 dach","one day's work",1,"April",1458,1214,"192r"
739,"21 pl","3 daghe int hout ghewracht","worked in the woods for three days",1,"April",1458,1214,"192r"
740,"21 pl","3 daghe","three days’ work (in the woods?)",1,"April",1458,1214,"192r"
741,"2 s","½ dach","half-day's work",1,"April",1458,1214,"192r"
742,"3 s","ghecoft ...een eschen bloexken","purchased … a small block of ashwood",1,"April",1458,1214,"192r"
743,"38 ½ s","22 daghe ellickenb dach 7pl","twenty-two days’ work at a daily rate of 7 pl",1,"April",1458,1214,"192r"
744,"28 ½ s","19 daghe ellics daechs 1 ½ s","nineteen days’ work at a daily rate of 1 ½ s",1,"April",1458,1214,"192r"
745,"3 s","van der vijnten","for the vaults",1,"April",1458,1214,"192r"
746,"8 s","die waghe aen die vijnte roet te maken","wages for blackening the vault",1,"April",1458,1214,"192r"
747,"12s 3pl","850 steene ellic C 1 ½ s","850 stones each hundred 1 ½ s",1,"April",1458,1214,"192r"
748,"13 ½ s","Noch 1000 corele","another 1000 tiles",1,"April",1458,1214,"192r"
749,"6 s","2 daghe","two days’ work",1,"April",1458,1214,"192v"
750,"3 s","2 daghe","two days’ work",1,"April",1458,1214,"192v"
751,"2 s","1 dach","one day's work",1,"April",1458,1214,"192v"
752,"2 s","1 dach","one day's work",1,"April",1458,1214,"192v"
753,"6 s","3 daghe","three days’ work",1,"April",1458,1214,"192v"
754,"4 ½ s","3 daghe","three days’ work",1,"April",1458,1214,"192v"
755,"21 pl","3 daghe","three days’ work",1,"April",1458,1214,"192v"
756,"21 pl","3 daghe","three days’ work",1,"April",1458,1214,"192v"
757,"21 pl","3 daghe","three days’ work",1,"April",1458,1214,"192v"
758,"3 ½ s","5 busselen latten","5 bushels of batten",1,"April",1458,1214,"192v"
759,"16 ½ s","16 ½ bussele latten van 16 voeten","16 busshels of battens of 16 feet",1,"April",1458,1214,"192v"
760,"7 pl","1 dach","one day's work",1,"April",1458,1214,"192v"
761,"10½ pl","1 ½ dach","one-and-a-half day's work",1,"April",1458,1214,"192v"
762,"10½ pl","1 ½ dach","one-and-a-half day's work",1,"April",1458,1214,"192v"
763,"9 pl","1 ½ dach","one-and-a-half day's work",1,"April",1458,1214,"192v"
764,"7 pl","1 dach","one day's work",1,"April",1458,1214,"192v"
765,"7 ½ s","2 ½ dach","two-and-a-half days’ work",1,"April",1458,1214,"192v"
766,"10½ s","3 ½ dach","three-and-a-half days’ work",1,"April",1458,1214,"192v"
767,"4 s","2 dage","two days’ work (plastering)",1,"May",1458,1214,"193r"
768,"9 pl","1 ½ dach","one-and-a-half day's work (plastering)",1,"May",1458,1214,"193r"
769,"4 s","2 dage","two days’ work (plastering)",1,"May",1458,1214,"193r"
770,"3 s","2 dage","two days’ work (plastering)",1,"May",1458,1214,"193r"
771,"2 s","1 dach","one days’ work (plastering)",1,"May",1458,1214,"193r"
772,"1½ s","1 ½ dach","one-and-a-half day's work (plastering)",1,"May",1458,1214,"193r"
773,"5 pl","1 bussele latten","one bushel lath battens",1,"May",1458,1214,"193r"
774,"12 ½ pl","15 quaerten biers","15 quarts of beer",1,"May",1458,1214,"193r"
775,"15 s","aen die hoechpipers van Tienen","for the bagpipers from Tienen",1,"May",1458,1214,"193r"
776,"7 s","aen snarspel","for the drummer",1,"May",1458,1214,"193r"
777,"18 s","die ghesellen van den spele","for the company of players",1,"May",1458,1214,"193r"
778,"5 pl","aen potte","for posts(?)",1,"May",1458,1214,"193r"
779,"6 s","3 daghe","three days’ work (plastering)",1,"May",1458,1214,"193r"
780,"4 ½ s","3 daghe","three days’ work (plastering)",1,"May",1458,1214,"193r"
781,"3 s","voer tsacrament te spelen","for playing the sacrament (as a wagon play?)",1,"May",1458,1214,"193r"
782,"4 s","2 dage","two days’ work (plastering)",1,"June",1458,1214,"193v"
783,"3 s","2 dage","two days’ work (plastering)",1,"June",1458,1214,"193v"
784,"10 s","5 dage","five days’ work (plastering)",1,"June",1458,1214,"193v"
785,"6 s","4 dage","four days’ work (plastering)",1,"June",1458,1214,"193v"
786,"6 s","3 daghe","three days’ work",1,"June",1458,1214,"193v"
787,"6 s","3 daghe","three days’ work",1,"June",1458,1214,"193v"
788,"44 s","van alderhans ercke aen die kerke verdient","earned for various work in the church",1,"June",1458,1214,"193v"
789,"7 ½ s","vanyserwercke","for ironwork",1,"June",1458,1214,"193v"
790,"7 gripen 7 s","verdientaen die kerke aen alderhans werck","earned for various work in the church",1,"June",1458,1214,"193v"
791,"18 gripen","verdient aen die kerke weerc, so aen die scole ende te Dormale ende Dieric Metioels huys","earned for various work on the church as well as the choir school in Dormale and Dieric Metioel’s house",1,"June",1458,1214,"193v"
792,"13½ gripen","dies es betaelt 4 ½ gripe, tecort",,1,"June",1458,1214,"193v"
794,"12 gripen","verdinct den auenkel opten choer ende ellicken voet cost 5s ende hy heeft daerop 12 gripen","arranged the brickwork braiding in the chor and each foot cost 5 s and he has for it 12 gripen",1,"June",1458,1214,"193v"
794,"14 s","noch betalt","also paid [for the brickwork braiding done in the choir with Jan Laurijs van Gobbertange]",1,"June",1458,1214,"193v"
795,"2 ½ s","van vitsroeden","for (iron) tie rods",1,"June",1458,1214,"193v"
796,"2 phs. D","noch vitsroeden","more (iron) tie rods",1,"June",1458,1214,"193v"
797,"6 ½ s","1 corporael ghecoft","purchased one corporal",1,"June",1458,1214,"193v"
798,"6 gripen","verdient aen die vijnte ende aen die waghe te makenne ende te slutene","earned for making(?) and closing the vault and the weigh house(?)",1,"June",1458,1214,"194r"
799,"10 s","noch aen alderhands werc verdient","earned for more various work",1,"June",1458,1214,"194r"
800,"1½ s","1 ½ dach","one-and-a-half day's work",1,"June",1458,1214,"194r"
801,"1½ s","½ dach","half-day's work",1,"June",1458,1214,"194r"
802,"½ s","verdient","earned for unstated work",1,"June",1458,1214,"194r"
803,"10 s","5 daghe","five days’ work (plastering)",1,"June",1458,1214,"194r"
804,"7 ½ s","5 dage","five days’ work (plastering)",1,"June",1458,1214,"194r"
805,"6 s","3 daghe","three days’ work",1,"June",1458,1214,"194r"
806,"6 s","3 daghe","three days’ work",1,"June",1458,1214,"194r"
807,"2 s","1 dach","one day's work",1,"June",1458,1214,"194r"
808,"2 s","1 dach","one day's work",1,"June",1458,1214,"194r"
809,"3 ½ s","2 dage","two days’ work",1,"June",1458,1214,"194r"
810,"NULL","7 daghe","seven days’ work",1,"July",1458,1238,"134r"
811,"NULL","2 lb soudueren","two pounds of solder",1,"July",1458,1238,"134r"
812,"NULL","1500 sceversteennaghele","1800 slate roof nails",1,"July",1458,1238,"134r"
813,"10 pl","van 2 berderen","from two planks (or for two “cheeky” faces)",1,"July",1458,1238,"134r"
814,"8 s","van enen cleynen mesboec te bindene","for binding a small missal",1,"August",1458,1238,"134r"
815,"15 s","van der bibelen te bindenne","for binding bibles",1,"August",1458,1238,"134r"
816,"6 s","van scriuen","for writing",1,"September",1458,1238,"134v"
817,"187 ½ pl","25 ellen linens lakens ellic elle 7 ½ pl","25 elles of linen drape each ell 7 ½ pl",1,"September",1458,1238,"134v"
818,"1 postulatus gulden","12 gordele","12 belts",1,"September",1458,1238,"134v"
819,"NULL","ghecoft calc … 8m 3h ellic m 6 s","purchased chalk … 8 m 3 h each m 6 s",1,"September",1458,1238,"134v"
820,"NULL","5 ½ daghe","5 ½ days’ work",1,"October",1458,1238,"134v"
821,"NULL","5 ½ dach","5 ½ days’ work",1,"October",1458,1238,"134v"
822,"NULL","3 daghe","three day’s work",1,"October",1458,1238,"134v"
823,"NULL","3 daghe","three day’s work",1,"October",1458,1238,"134v"
824,"NULL","½ dach","half-day's work",1,"October",1458,1238,"134v"
825,"NULL","½ dach","half-day's work",1,"October",1458,1238,"134v"
826,"13 s","verdient aen alderhans werc in die kercke","earned for various work in the church",1,"November",1458,1238,"135r"
827,"NULL","2 daghe","two days’ work",1,"November",1458,1238,"135r"
828,"NULL","3 daghe","three day’s work",1,"November",1458,1238,"135r"
829,"NULL","1 dach","one day’s work",1,"November",1458,1238,"135r"
830,"NULL","1 dach","one day’s work",1,"November",1458,1238,"135r"
831,"3 s","2 ellen zaes","two elles of silk",1,"November",1458,1238,"135r"
832,"NULL","een wywatervat ghemaecht","made a holy water container",1,"November",1458,1238,"135r"
833,"3 s","1 ½ dach","one-and-a-half day's work (plastering)",1,"December",1458,1238,"135r"
834,"9 pl","1 ½ dach","one-and-a-half day's work (plastering)",1,"December",1458,1238,"135r"
835,"12 s","betaelt","paid",1,"December",1458,1238,"135r"
836,"10 s","den selven noch","the same (person paid) again",1,"December",1458,1238,"135r"
837,"NULL","3 ½ dacghe ende 1 ½ dach","three-and-a-half day’s work and one-and-a-half days’ work",1,"December",1458,1238,"135r"
838,"NULL","3 ½ dacghe ende 1 ½ dach","three-and-a-half day’s work and one-and-a-half days’ work",1,"December",1458,1238,"135r"
839,"2 gripen","betaelt 8 daghen na dertindach van 2 jaren voerleden","paid eight days after thirteen days from two years ago",1,"January",1459,1238,"135v"
840,"NULL","opten toren 2 daghe","two days on the tower",1,"February",1459,1238,"135v"
841,"NULL","2 daghe","two days’ work",1,"February",1459,1238,"135v"
842,"NULL","2 daghe","two days’ work",1,"February",1459,1238,"135v"
843,"1 h coren","die vinte scoen te maken","for cleaning the vault",1,"March",1459,1238,"135v"
844,"NULL","1 ½ dach","one-and-a-half day’s work",1,"April",1459,1238,"135v"
845,"NULL","1 ½ dach","one-and-a-half day’s work",1,"April",1459,1238,"135v"
846,"7 pl","verdient aen der kerken werc","earned for church work",1,"April",1459,1238,"135v"
847,"4 s","aen steenen int Dungheruelt","for stones in the Dungheruelt",19,"April",1459,1238,"135v"
848,"126 s","1800 scheversteen ellic hondert 7 s","1800 slate roofing tiles each hundred 7 s",1,"April",1459,1238,"135v"
849,"4 s","2 daghe","two days’ work",1,"May",1459,1238,"136r"
850,"4 s","2 daghe","two days’ work",1,"May",1459,1238,"136r"
851,"NULL","2 ½ dach","two-and-a-half day’s work (plastering)",1,"May",1459,1238,"136r"
852,"NULL","2 dach","two day’s work (plastering)",1,"May",1459,1238,"136r"
853,"2 s","Aen 2 planken","for 2 planks",1,"May",1459,1238,"136r"
854,"NULL","aen die vunte ½ quaerte beers","½ quart of beer for the font",1,"May",1459,1238,"136r"
855,"15 s","aen hoechpipers","for bagpipers",1,"May",1459,1238,"136r"
856,"18 s","die ghesellen van den spele","for the company of players",1,"May",1459,1238,"136r"
857,"7 s","Aen 7 die op snaer spelden","for the seven who played drums",1,"May",1459,1238,"136r"
858,"1½ s","den custers","(for) the costers",1,"May",1459,1238,"136r"
859,"14 s","op Peters van Huwaghen huys … 7 daghe","for seven day’s work on Peter van Huwagen’s house",1,"June",1459,1238,"136v"
860,"10½ s","7 daghe","seven days’ work",1,"June",1459,1238,"136v"
861,"12 s","6 daghe","six days’ work",1,"June",1459,1238,"136v"
