item_id,person_id,person_fname,person_lname,item_desc_translation,month_y,year_y
780,312,Hennen ,Stier (Apprentice to Jan Tgrex),three days’ work (plastering),May,1458
821,312,Hennen ,Stier (Apprentice to Jan Tgrex),5 ½ days’ work,October,1458
823,312,Hennen ,Stier (Apprentice to Jan Tgrex),three day’s work,October,1458
834,312,Hennen ,Stier (Apprentice to Jan Tgrex),one-and-a-half day's work (plastering),December,1458
852,312,Hennen ,Stier (Apprentice to Jan Tgrex),two day’s work (plastering),May,1459
860,312,Hennen ,Stier (Apprentice to Jan Tgrex),seven days’ work,June,1459
862,312,Hennen ,Stier (Apprentice to Jan Tgrex),six days’ work,June,1459
864,312,Hennen ,Stier (Apprentice to Jan Tgrex),one day’s work,June,1459
866,312,Hennen ,Stier (Apprentice to Jan Tgrex),two-and-a-half days’ work,June,1459
394,313,--,Anonymous Roofer,15 days’ roofing work on the church at a daily rate of 5 s,October,1456
394,314,--,Anonymous Roofer,15 days’ roofing work on the church at a daily rate of 5 s,October,1456
398,315,--,Anonymous Vendor,for battens,October,1456
400,316,--,Anonymous Vendor,a bracket weighing  29lb each pound 14 gr,December,1456
401,317,--,Anonymous Clothing Vendor,three belts,December,1456
403,318,--,Anonymous Vendor (lead),purchased 140 lbs of lead One roll weighing 100 lb cost 41 s and one weighing 40 lb cost 16 s,January,1457
404,319,--,Anonymous Chandler,for making two chandeliers in the choir of Our Lady,February,1457
406,320,Art,van Eertrike,purchased 1000 (pieces) of wood,March,1457
407,321,--,Anonymous Vendor,for paper,March,1457
408,322,Lijnken,van Colenne,earned for sewing,March,1457
409,323,--,Anonymous Laborer,for cleaning the vault,April,1457
411,324,Mielis,Tullere,five busshels of batten ordered for Dormale,April,1457
759,324,Mielis,Tullere,16 busshels of battens of 16 feet,April,1458
773,324,Mielis,Tullere,one bushel lath battens,May,1458
831,324,Mielis,Tullere,two elles of silk,November,1458
1010,324,Mielis,Tullere,1 bushel of battens,July,1460
1041,324,Mielis,Tullere,one-and-a-half day's work,April,1461
1050,324,Mielis,Tullere,for returning to the church every 5 days [at a rate of] 14 pl per day,May,1461
415,325,Dieric,Tymmerman,“short” – money owed for service but not paid previously?,May,1457
416,326,--,Anonymous Vendor,same as Kathyn? Perhaps cetijn or Acacia wood?,May,1457
418,327,Jan ,Lauweren (Lawerijs),"purchased … 500 (pieces) of wood, 600 delevered on site",June,1457
911,327,Jan ,Lauweren (Lawerijs),paid for new work in the choir,September,1459
420,328,--,Anonymous Bagpiper (hoecpiper),for 3 bagpipers(?) for the Procession of St. Leonard,June,1457
420,329,--,Anonymous Bagpiper (hoecpiper),for 3 bagpipers(?) for the Procession of St. Leonard,June,1457
420,330,--,Anonymous Bagpiper (hoecpiper),for 3 bagpipers(?) for the Procession of St. Leonard,June,1457
421,331,--,Anonymous Musician (shawm),Keuen(?) with a shawm,June,1457
422,332,--,Anonymous Drummer,another 7 companions who played the drums each (player) 1s,June,1457
422,333,--,Anonymous Drummer,another 7 companions who played the drums each (player) 1s,June,1457
422,334,--,Anonymous Drummer,another 7 companions who played the drums each (player) 1s,June,1457
422,335,--,Anonymous Drummer,another 7 companions who played the drums each (player) 1s,June,1457
422,336,--,Anonymous Drummer,another 7 companions who played the drums each (player) 1s,June,1457
422,337,--,Anonymous Drummer,another 7 companions who played the drums each (player) 1s,June,1457
422,338,--,Anonymous Drummer,another 7 companions who played the drums each (player) 1s,June,1457
423,339,--,Anonymous Peformer (Actor),for the actors in the play,June,1457
423,340,--,Anonymous Peformer (Actor),for the actors in the play,June,1457
423,341,--,Anonymous Peformer (Actor),for the actors in the play,June,1457
419,345,--,Anonymous Wine Vendor,½ quart Rhine wine for the font,June,1457
425,346,Jan,Laurijs,for (outstanding) payment (due) for the work that the old churchwarden had taken on for Saint John’s Mass,July,1456
574,346,Jan,Laurijs,300 feet of blue stone and (another) 68 feet at a rate of 6 ½ gripen per one hundred feet,November,1456
575,346,Jan,Laurijs,another 54 feet (of blue stone) with angles at a rate of 6 ½ gripen per one hundred feet,November,1456
576,346,Jan,Laurijs,another 69 feet of cornerstones each foot 20 gr,November,1456
577,346,Jan,Laurijs,another 64 feet formereets (TRANSLATE THIS) each foot 20 gr,November,1456
578,346,Jan,Laurijs,27 feet of the arch each foot 6 s,November,1456
579,346,Jan,Laurijs,puchased 200 (pieces) flat(?) blue stone each foot 20 gr,November,1456
628,346,Jan,Laurijs,60 feet of (ogival) tracery) each foot 2 phs d,September,1457
429,347,Claes,Van Hekedeuel (Apprentice of Mathijs) ,four days of hewing (timber also at the lodge) at a daily rate of 4 s,July,1456
439,347,Claes,Van Hekedeuel (Apprentice of Mathijs) ,four days’ work,August,1456
452,347,Claes,Van Hekedeuel (Apprentice of Mathijs) ,six days’ work at a daily rate of 3 ½ s,August,1456
472,347,Claes,Van Hekedeuel (Apprentice of Mathijs) ,five days’ work,August,1456
486,347,Claes,Van Hekedeuel (Apprentice of Mathijs) ,six days’ work,August,1456
503,347,Claes,Van Hekedeuel (Apprentice of Mathijs) ,five-and-a-half days’ work each day 3 ½ s,September,1456
519,347,Claes,Van Hekedeuel (Apprentice of Mathijs) ,nine days’ work,September,1456
547,347,Claes,Van Hekedeuel (Apprentice of Mathijs) ,eleven days’ work,October,1456
431,348,Henric ,Honen,one day's work,July,1456
448,348,Henric ,Honen,three days’ work,August,1456
476,348,Henric ,Honen,one-and-a-half day's work,August,1456
495,348,Henric ,Honen,five days’ work,August,1456
509,348,Henric ,Honen,half-day's work,September,1456
525,348,Henric ,Honen,four days’ work,September,1456
530,348,Henric ,Honen,three days’ work,September,1456
552,348,Henric ,Honen,seven days’ work,October,1456
555,348,Henric ,Honen,one-and-a-half day's work,October,1456
566,348,Henric ,Honen,two days’ work,November,1456
632,348,Henric ,Honen,two days’ work,September,1457
645,348,Henric ,Honen,five days’ work,October,1457
650,348,Henric ,Honen,5 ½ days’ work,October,1457
659,348,Henric ,Honen,half-day's work,October,1457
663,348,Henric ,Honen,three days’ work (sawing),November,1457
673,348,Henric ,Honen,seven-and-a-half days’ work,November,1457
720,348,Henric ,Honen,four-and-a-half days work,March,1458
727,348,Henric ,Honen,three-and-a-half days’ work,April,1458
734,348,Henric ,Honen,one-and-a-half day's work,April,1458
749,348,Henric ,Honen,two days’ work,April,1458
765,348,Henric ,Honen,two-and-a-half days’ work,April,1458
923,348,Henric ,Honen,half-day's work,October,1459
1066,348,Henric ,Honen,three-and-a-half day’s work,June,1461
433,349,Lieben,van Mere,two-and-a-half days’ work,July,1456
445,349,Lieben,van Mere,four days’ work,August,1456
457,349,Lieben,van Mere,six days’ work,August,1456
497,349,Lieben,van Mere,six days’ work,August,1456
510,349,Lieben,van Mere,two days’ work,September,1456
529,349,Lieben,van Mere,four days’ work,September,1456
532,349,Lieben,van Mere,three days’ work,September,1456
545,349,Lieben,van Mere,seven-and-a-half days’ work,October,1456
549,349,Lieben,van Mere,five days’ work,October,1456
647,349,Lieben,van Mere,five days’ work,October,1457
653,349,Lieben,van Mere,six days’ work,October,1457
660,349,Lieben,van Mere,half-day's work,October,1457
436,350,Jan ,Weeyns,one days’ work transporting lumber,July,1456
437,351,Peter ,Jacobs,earned for (trip) to Gobertange with 5 horses,July,1456
440,352,Williken,Apprentice of Mathijs van Hakedeuel,four days’ work at a daily rate of 2 s,August,1456
453,352,Williken,Apprentice of Mathijs van Hakedeuel,six days’ work at a daily rate of 2 s,August,1456
473,352,Williken,Apprentice of Mathijs van Hakedeuel,five days’ work,August,1456
487,352,Williken,Apprentice of Mathijs van Hakedeuel,six days’ work,August,1456
504,352,Williken,Apprentice of Mathijs van Hakedeuel,ten day’s work,September,1456
520,352,Williken,Apprentice of Mathijs van Hakedeuel,nine days’ work,September,1456
548,352,Williken,Apprentice of Mathijs van Hakedeuel,twenty-six days’ work,October,1456
441,353,Cortian,van Sijntruden,three days’ work at a daily rate of 3 ½ s,August,1456
468,353,Cortian,van Sijntruden,three days’ work,August,1456
488,353,Cortian,van Sijntruden,six days’ work,August,1456
521,353,Cortian,van Sijntruden,four days’ work,September,1456
541,353,Cortian,van Sijntruden,three days’ work,October,1456
442,354,Henric,van Nerouen,--,August,1456
469,354,Henric,van Nerouen,three days’ work,August,1456
489,354,Henric,van Nerouen,five days’ work,August,1456
522,354,Henric,van Nerouen,four days’ work,September,1456
542,354,Henric,van Nerouen,three days’ work,October,1456
443,355,Lemmen,Toch,three days’ work at a daily rate of 2 s,August,1456
470,355,Lemmen,Toch,three days’ work,August,1456
490,355,Lemmen,Toch,six days’ work,August,1456
523,355,Lemmen,Toch,four days’ work,September,1456
543,355,Lemmen,Toch,three days’ work,October,1456
459,356,Peter , Struuen,purchased 6 m and 1 h chalk each m 9s,August,1456
460,356,Peter , Struuen,another 4 ½ (m) and 1 h chalk each m 9 s,August,1456
505,356,Peter , Struuen,purchased 1 cartload chalk,September,1456
506,356,Peter , Struuen,another 1 cartload chalk,September,1456
507,356,Peter , Struuen,two loads of chalk of 12 m 5 h each m 10 s,September,1456
513,356,Peter , Struuen,purchased 1 cartload chalk of 13 h each h 5 pl,September,1456
514,356,Peter , Struuen,another wagonload of chalk 4 m 1 h each m 10 s 1 ort,September,1456
515,356,Peter , Struuen,another 1 cartload chalk,September,1456
535,356,Peter , Struuen,another 18 h of chalk each h 5 pl,September,1456
536,356,Peter , Struuen,another 3 m and 3 h of chalk each h 5 pl,September,1456
537,356,Peter , Struuen,another 3 m chalk,September,1456
540,356,Peter , Struuen,another wagonload of chalk … 5 m 1 h,October,1456
461,357,--,Anonymous Stone Vendor ,purchased eight raw (rough) stones from Gobertange,August,1456
426,358,Martin,van Putten,six-and-a-half m chalk each m 6 s,July,1456
464,359,--,Anonymous Metal Smith ,for making two flagons,August,1456
465,360,Martin,van Feeys,three days’ work at a daily rate of 3 ½ s,August,1456
491,360,Martin,van Feeys,one-half day's work,August,1456
492,360,Martin,van Feeys,another four days’ work,August,1456
466,361,Jan,van den Bosche,one day's work,August,1456
491,361,Jan,van den Bosche,one-half day's work,August,1456
467,362,Hennen ,Hoestoel,two days’ work at a daily rate of 2 s,August,1456
493,362,Hennen ,Hoestoel,four days’ work,August,1456
501,363,Robeert,van den Stene,covered(?) chalk,September,1456
533,364,Leonart,van Houte,--,September,1456
559,365,--,die Bogarde,"purchased 6 (pieces) of oak, each (piece of) oak 16 s",November,1456
560,366,Lemmen,Companion of die Bogarde,--,November,1456
561,367,Wouter,(Scrinemekere),sawed for four days,November,1456
564,367,Wouter,(Scrinemekere),three days’ work,November,1456
801,367,Wouter,(Scrinemekere),half-day's work,June,1458
813,367,Wouter,(Scrinemekere),from two planks (or for two “cheeky” faces),July,1458
926,367,Wouter,(Scrinemekere),for sawing battens,November,1459
942,367,Wouter,(Scrinemekere),(two workers) each sawed 7 days at a daily rate of 2 s,April,1460
561,368,--,Companion of die Wouter de Scrinemekere,sawed for four days,November,1456
564,368,--,Companion of die Wouter de Scrinemekere,three days’ work,November,1456
562,369,--,Lieben Scarleu’s Son,sawed for four days,November,1456
563,369,--,Lieben Scarleu’s Son,sawed for another 5 days,November,1456
580,370,Joes,(Tieghelbeckere),11000 tiles at a rate of 14 s per thousand,November,1456
581,371,--,Anonymous Wood Vendor,700 feet of batten each hundred (feet) 11 s,November,1456
582,372,--,Anonymous Vendor (lead),--,November,1456
583,373,--,Henric van Hakedeuel dochter,slate roof nails,November,1456
589,380,Jan,van Rummale,paid … for various work in the church and in Dormale and for the iron work in the vaulted choir before Pentacost,December,1456
791,380,Jan,van Rummale,earned for various work on the church as well as the choir school in Dormale and Dieric Metioel’s house,June,1458
792,380,Jan,van Rummale,--,June,1458
1086,380,Jan,van Rummale,for various iron work,June,1461
597,384,Henric ,van Huwaghen,earned for unstated work,June,1457
598,385,Reynere,Coppens,“short” – money owed for service but not paid previously?,June,1457
925,385,Reynere,Coppens,earned for work on the cloister,November,1459
600,386,--,Anonymous Vendor,purchased 10 h chalk,July,1457
590,387,--,Anonymous Laborer,loaded(?) 6500 tiles each thousand 14 ½ s,December,1456
605,391,Willem,der Wreysere,for a band on the bell,August,1457
606,392,Jacob,der Smeet,for nails,August,1457
607,393,--,Anonymous Vendor,7 m chalk each m 7 s,August,1457
608,393,--,Anonymous Vendor,another 7 m 3 h chalk each m 7 s,August,1457
610,394,Heyne (Henric),der Mollere,sawed 4 days,August,1457
613,394,Heyne (Henric),der Mollere,one-and-a-half day's work,September,1457
615,394,Heyne (Henric),der Mollere,two-and-a-half days’ work (sawing),September,1457
626,394,Heyne (Henric),der Mollere,three days’ work (sawing),September,1457
616,395,Jan,Roelens,bought one oak for 29 s and 3 s,September,1457
619,396,Wouten,van Hoghen,two days transporting chalk and one day to Gobertange,September,1457
638,396,Wouten,van Hoghen,travel to Louvain (part 1 of 2),September,1457
639,396,Wouten,van Hoghen,travel to Thienen (part 2 of 2),September,1457
967,396,Wouten,van Hoghen,5 ½ days’ work,June,1460
1052,396,Wouten,van Hoghen,four-and-a-half day’s work,May,1461
1070,396,Wouten,van Hoghen,one day's work,June,1461
620,397,Williken,de Wochtere,two days transporting chalk,September,1457
621,397,Williken,de Wochtere,two days' wood work,September,1457
637,397,Williken,de Wochtere,one day's work,September,1457
648,397,Williken,de Wochtere,five days’ work,October,1457
654,397,Williken,de Wochtere,two days’ work,October,1457
664,397,Williken,de Wochtere,three days’ work (sawing),November,1457
809,397,Williken,de Wochtere,two days’ work,June,1458
919,397,Williken,de Wochtere,transported chalk two days,October,1459
968,397,Williken,de Wochtere,three-and-a-half days’ work,June,1460
972,397,Williken,de Wochtere,six days’ work,June,1460
622,398,Leonart,"No surname given, only Leonart",purchased two pieces of lumber,September,1457
790,398,Leonart,"No surname given, only Leonart",earned for various work in the church,June,1458
931,398,Leonart,"No surname given, only Leonart",purchased planks,December,1459
1058,398,Leonart,"No surname given, only Leonart",for serving at the altar in the manor house and for scapulars in the church and other work,May,1461
623,399,--,Anonymous Wood Vendor,purchased one piece of lumber at Dormale,September,1457
627,400,--,Anonymous Cloth Merchant,purchased fourteen ells of silk each ell 10 ½ s,September,1457
629,401,Loeyen,der Steenhuwere,three days work (carving stone) each day 4s,September,1457
630,402,Art,Balmekere van Thienen,two days each day 4 s,September,1457
641,402,Art,Balmekere van Thienen,134 feet of planking,October,1457
643,402,Art,Balmekere van Thienen,five days’ work,October,1457
642,404,--,den Raymekere van Dormale,300 planks,October,1457
655,405,Lowijc,der Huwere,two days’ work,October,1457
656,405,Lowijc,der Huwere,ten day’s work,October,1457
662,405,Lowijc,der Huwere,six days’ work,November,1457
661,407,--,Anonymous Wood Vendor,purchased 12 ells of dwalen,November,1457
667,407,--,Anonymous Wood Vendor,purchased two (pieces) of poplar to make the door,November,1457
680,407,--,Anonymous Wood Vendor,purchased wood at the tgixsenen (TRANSLATE) at Dormale for posts(?),November,1457
671,408,Lemmen,Companion of Lieben Scarlau,three days’ work,November,1457
679,409,--,Anonymous Woodworker(Carver),for splitting battens,November,1457
682,410,Ghijs,Tgrex,four days’ work,December,1457
701,410,Ghijs,Tgrex,three days’ work,March,1458
703,410,Ghijs,Tgrex,two days’ work,March,1458
1092,410,Ghijs,Tgrex,one day of roofing,July,1463
1099,410,Ghijs,Tgrex,for work on the same house (as item 1098),September,1463
1102,410,Ghijs,Tgrex,eight days’ work,October,1463
1106,410,Ghijs,Tgrex,roofed for eight days earned together,October,1463
1110,410,Ghijs,Tgrex,worked at the choir school two days,October,1463
684,411,Art,Elsen,three-and-a-half days’ work,December,1457
702,411,Art,Elsen,three days’ work,March,1458
704,411,Art,Elsen,two days’ work,March,1458
685,412,--,Anonymous Blacksmith,for (iron) roof rods,December,1457
688,413,Peteren ,Rinkens,purchased 34 (pieces) of oak,January,1458
689,414,Jan ,Beckeren,purchased 850 (pieces) of lumber,January,1458
691,415,--,Anonymous Cloth Merchant,purchased 6 ½ ells of Irish linen each elle 4 s,February,1458
692,416,--,Anonymous Armourer,for making a sword,February,1458
693,417,--,Anonymous Glazier,for 71 feet of glass in the window in the vaulted choir each foot 7 ½ pl,March,1458
708,418,Jan,Stier ,two days’ work,March,1458
718,418,Jan,Stier ,five days’ work,March,1458
729,418,Jan,Stier ,five days’ work,April,1458
737,418,Jan,Stier ,two days’ work,April,1458
754,418,Jan,Stier ,three days’ work,April,1458
768,418,Jan,Stier ,one-and-a-half day's work (plastering),May,1458
770,418,Jan,Stier ,two days’ work (plastering),May,1458
772,418,Jan,Stier ,one-and-a-half day's work (plastering),May,1458
783,418,Jan,Stier ,two days’ work (plastering),June,1458
785,418,Jan,Stier ,four days’ work (plastering),June,1458
804,418,Jan,Stier ,five days’ work (plastering),June,1458
897,418,Jan,Stier ,worked on day in Dalem,July,1459
913,418,Jan,Stier ,three day’s work,September,1459
917,418,Jan,Stier ,worked seven days,October,1459
1064,418,Jan,Stier ,three days work,June,1461
1085,418,Jan,Stier ,three-and-a-half day’s work,June,1461
712,419,Art,Meysens,for (iron) tie rods,March,1458
758,419,Art,Meysens,5 bushels of batten,April,1458
795,419,Art,Meysens,for (iron) tie rods,June,1458
796,419,Art,Meysens,more (iron) tie rods,June,1458
713,420,Peter ,van den Viere,purchased stone,March,1458
739,420,Peter ,van den Viere,worked in the woods for three days,April,1458
756,420,Peter ,van den Viere,three days’ work,April,1458
714,421,Jan,Rayedkeren,purchased stone,March,1458
721,422,Goden (Goert),van den Borne,five days’ work,March,1458
730,422,Goden (Goert),van den Borne,four days’ work,April,1458
735,422,Goden (Goert),van den Borne,one-and-a-half day's work,April,1458
750,422,Goden (Goert),van den Borne,two days’ work,April,1458
922,422,Goden (Goert),van den Borne,--,October,1459
946,422,Goden (Goert),van den Borne,one-and-a-half day’s work,April,1460
950,422,Goden (Goert),van den Borne,(three workers) worked three-and-a-half days on the wall in the great house,April,1460
953,422,Goden (Goert),van den Borne,(two workers) worked ½ day in Dallem,April,1460
971,422,Goden (Goert),van den Borne,six days’ work,June,1460
988,422,Goden (Goert),van den Borne,three day’s work,June,1460
1079,422,Goden (Goert),van den Borne,one day's work,June,1461
723,423,Cornielis,de Goutsmet,for making the incense holder,March,1458
914,423,Cornielis,de Goutsmet,made golden croziers(?) for the tops,September,1459
934,423,Cornielis,de Goutsmet,for cleaning the censer and the ampules,December,1459
1109,423,Cornielis,de Goutsmet,earned for cleaning a small spoon and the censer,October,1463
738,424,Art,Nudens,one day's work,April,1458
755,424,Art,Nudens,three days’ work,April,1458
844,424,Art,Nudens,one-and-a-half day’s work,April,1459
920,424,Art,Nudens,two days transporting chalk,October,1459
740,425,Henric,van den Viere,three days’ work (in the woods?),April,1458
757,425,Henric,van den Viere,three days’ work,April,1458
742,426,Willem ,Lieuen,purchased … a small block of ashwood,April,1458
743,427,Jan,van Triecht,twenty-two days’ work at a daily rate of 7 pl,April,1458
744,428,Henneken,van Daleem,nineteen days’ work at a daily rate of 1 ½ s,April,1458
745,429,Claes,Staels,for the vaults,April,1458
746,429,Claes,Staels,wages for blackening the vault,April,1458
747,430,--,Anonymous Stone Vendor ,850 stones each hundred 1 ½ s,April,1458
748,431,--,Anonymous Tile Vendor,another 1000 tiles,April,1458
762,432,Tielen,Tioex (Tigox),one-and-a-half day's work,April,1458
850,432,Tielen,Tioex (Tigox),two days’ work,May,1459
926,432,Tielen,Tioex (Tigox),for sawing battens,November,1459
942,432,Tielen,Tioex (Tigox),(two workers) each sawed 7 days at a daily rate of 2 s,April,1460
1008,432,Tielen,Tioex (Tigox),sawed battens two-and-a-half days each day 2 s,July,1460
1043,432,Tielen,Tioex (Tigox),sawed 2 days,April,1461
1082,432,Tielen,Tioex (Tigox),one-and-a-half day's work,June,1461
774,433,--,Anonymous Brewer,15 quarts of beer,May,1458
775,434,--,Anonymous Bagpiper (hoecpiper),for the bagpipers from Tienen,May,1458
776,435,--,Anonymous Drummer,for the drummer,May,1458
777,436,--,Anonymous Performer,for the company of players,May,1458
777,437,--,Anonymous Performer,for the company of players,May,1458
777,438,--,Anonymous Performer,for the company of players,May,1458
778,439,--,Anonymous Carpenter,for posts(?),May,1458
781,440,--,Son of Jan (Johannes) van Halle,for playing the sacrament (as a wagon play?),May,1458
788,441,Artken,Staels,earned for various work in the church,June,1458
802,441,Artken,Staels,earned for unstated work,June,1458
846,441,Artken,Staels,earned for church work,April,1459
789,442,Jacob,Mertens,for ironwork,June,1458
794,443,Jan,van Sorpele,arranged the brickwork braiding in the chor and each foot cost 5 s and he has for it 12 gripen,June,1458
794,443,Jan,van Sorpele,also paid [for the brickwork braiding done in the choir with Jan Laurijs van Gobbertange],June,1458
797,444,--,Anonymous Cloth Merchant,purchased one corporal,June,1458
798,445,Jan ,Godyns,earned for making(?) and closing the vault and the weigh house(?),June,1458
811,446,--,Anonymous Vendor,two pounds of solder,July,1458
812,447,--,Anonymous Roofing Vendor,1800 slate roof nails,July,1458
814,448,--,Anonymous Book Binder,for binding a small missal,August,1458
815,448,--,Anonymous Book Binder,for binding bibles,August,1458
816,449,Peter ,der Canchietere (Canghietere),for writing,September,1458
817,450,--,Anonymous Cloth Merchant,25 elles of linen drape each ell 7 ½ pl,September,1458
818,451,--,Anonymous Clothing Vendor,12 belts,September,1458
826,452,--,Aertken Stael’s Wife,earned for various work in the church,November,1458
902,452,--,Aertken Stael’s Wife,earned for work,August,1459
832,453,Willem,van Ghelmen,made a holy water container,November,1458
835,454,--,Anonymous Glassmaker,paid,December,1458
836,454,--,Anonymous Glassmaker,the same (person paid) again,December,1458
843,455,--,Anonymous Laborer,for cleaning the vault,March,1459
847,456,--,Anonymous Stone Vendor ,for stones in the Dungheruelt,April,1459
848,457,--,Anonymous Roofing Supplier,1800 slate roofing tiles each hundred 7 s,April,1459
853,458,--,Anonymous Carpenter,for 2 planks,May,1459
854,459,--,Anonymous Brewer,½ quart of beer for the font,May,1459
855,461,--,Anonymous Bagpiper (hoecpiper),for bagpipers,May,1459
855,462,--,Anonymous Bagpiper (hoecpiper),for bagpipers,May,1459
856,463,--,Anonymous Performer,for the company of players,May,1459
856,464,--,Anonymous Performer,for the company of players,May,1459
856,465,--,Anonymous Performer,for the company of players,May,1459
857,466,--,Anonymous Drummer,for the seven who played drums,May,1459
857,467,--,Anonymous Drummer,for the seven who played drums,May,1459
857,468,--,Anonymous Drummer,for the seven who played drums,May,1459
857,468,--,Anonymous Drummer,for the seven who played drums,May,1459
857,470,--,Anonymous Drummer,for the seven who played drums,May,1459
857,471,--,Anonymous Drummer,for the seven who played drums,May,1459
857,472,--,Anonymous Drummer,for the seven who played drums,May,1459
858,473,--,Coster,(for) the costers,May,1459
858,474,--,Coster,(for) the costers,May,1459
858,475,--,Coster,(for) the costers,May,1459
870,476,Willem,van den Haecdorue,two wagon loads of (lime) plaster,June,1459
871,477,--,Anonymous Woodworker(Carver),for boards,June,1459
873,478,--,Anonymous Roofing Supplier,1800 slate roofing tiles,June,1459
874,479,--,Anonymous Blacksmith,3000 nails and (another) 1500 nails,June,1459
880,480,Henric,Witten,for the sums noted … shall have and is paid,June,1459
881,480,Henric,Witten,again paid,June,1459
882,480,Henric,Witten,again paid,June,1459
886,481,Ian,der Smet,we owe … in the year (14)58,June,1459
887,481,Ian,der Smet,we owe … in the year (14)58,June,1459
888,481,Ian,der Smet,we owe … in the year (14)58,June,1459
889,481,Ian,der Smet,we owe … in the year (14)58,June,1459
890,481,Ian,der Smet,we owe … in the year (14)58,June,1459
891,481,Ian,der Smet,we owe … in the year (14)58,June,1459
979,481,Ian,der Smet,earned for various work,June,1460
883,482,--,Apprentice to Master Ian the Slate Roofer (de Scervensteenedeckere),we owe … 2 days’ (wages),June,1459
885,482,--,Apprentice to Master Ian the Slate Roofer (de Scervensteenedeckere),we also owe him 1 day’s (wages),June,1459
883,483,--,Apprentice to Master Ian the Slate Roofer (de Scervensteenedeckere),we owe … 2 days’ (wages),June,1459
885,483,--,Apprentice to Master Ian the Slate Roofer (de Scervensteenedeckere),we also owe him 1 day’s (wages),June,1459
907,484,--,Custer van Beyarden,--,September,1459
907,485,--,Custer van Beyarden,--,September,1459
907,486,--,Custer van Beyarden,--,September,1459
898,488,--,Anonymous Tile Vendor,500 tiles,August,1459
899,489,Jan,Boten,that he transported them (tiles),August,1459
954,489,Jan,Boten,--,May,1460
900,490,--,Anonymous Stationer,3 (pieces) French Vellum,August,1459
901,491,--,Anonymous Vendor,for making a storm strap,August,1459
903,492,--,Anonymous Vendor,purchased 6 m 3 h chalk each m 23 pl,August,1459
904,493,--,Anonymous Laborer,for transporting(?) chalk,August,1459
929,494,Gielis,Porters,for writing a Psalter each folio cost 8 s and (esser – TRANSLATE) 16 folios total 12 gripen 8 s,November,1459
930,495,--,Anonymous Vendor,for making the (cornoenseele – TRANSLATE THIS),December,1459
937,496,Dieric,Tullere,purchased wood …,February,1460
938,497,Buenen,der Wewere,purchased … 2 (pieces) of saw lumber,March,1460
941,498,Jacob,Ghela[s]makere,for making the glass window,April,1460
1115,498,Jacob,Ghela[s]makere,two days splitting wood,November,1463
1116,498,Jacob,Ghela[s]makere,for a glass window … made 16 old panels (each panel 4 ½ feet and each foot 1 ½ s),November,1463
1117,498,Jacob,Ghela[s]makere,(for a glass window … made) 10 new panels (each panel 4 ½ feet and each foot 1 ½ s),November,1463
1118,498,Jacob,Ghela[s]makere,another 15 feet of old glass restored,November,1463
1119,498,Jacob,Ghela[s]makere,placed another seventy-three diamond muntins,November,1463
943,499,Peter ,van der Royren,(three workers) worked in t’Fin [TRANSLATE THIS] one-and-a-half days at a daily rate of 7 pl,April,1460
943,500,Reynken,Duys,(three workers) worked in t’Fin [TRANSLATE THIS] one-and-a-half days at a daily rate of 7 pl,April,1460
943,501,Lemmerecht ,van Hoghen,(three workers) worked in t’Fin [TRANSLATE THIS] one-and-a-half days at a daily rate of 7 pl,April,1460
944,502,--,Anonymous Laborer,for cleaning the vaults,April,1460
947,503,--,Anonymous Wood Vendor,for 3 bushels of batten of 20 feet,April,1460
948,504,--,Apprentice of Jan Tgrex,for two-day’s work on Peter van Brussels’ wall,April,1460
956,504,--,Apprentice of Jan Tgrex,five days’ work (plastering),May,1460
996,504,--,Apprentice of Jan Tgrex,four day’s work,June,1460
1007,504,--,Apprentice of Jan Tgrex,one day's work,July,1460
949,505,Willem,van Heere,transported stone and chalk,April,1460
952,506,--,Anonymous Stationer,purchased 2 pieces of French vellum,April,1460
958,507,--,Anonymous Roofing Supplier,3000 tiles each thousand 14 ½ s,May,1460
959,507,--,Anonymous Roofing Supplier,purchased roofing slate,May,1460
960,507,--,Anonymous Roofing Supplier,another 200 roof tiles,May,1460
961,508,--,Anonymous Book Binder,for binding the chapter,June,1460
986,508,--,Anonymous Book Binder,purchased 2000 slate (roof) tiles ,June,1460
966,509,Jan,Spueldere,purchased stone,June,1460
973,510,--,Anonymous Carver,for carving figurines,June,1460
975,511,--,Anonymous Bagpiper (hoecpiper),for bagpipers,June,1460
975,512,--,Anonymous Bagpiper (hoecpiper),for bagpipers,June,1460
975,513,--,Anonymous Bagpiper (hoecpiper),for bagpipers,June,1460
977,514,--,Anonymous Musician  ,still more players,June,1460
977,515,--,Anonymous Musician  ,still more players,June,1460
977,516,--,Anonymous Musician  ,still more players,June,1460
976,517,--,Anonymous Drummer,9 companions who played the drums each 1 s,June,1460
976,518,--,Anonymous Drummer,9 companions who played the drums each 1 s,June,1460
976,519,--,Anonymous Drummer,9 companions who played the drums each 1 s,June,1460
976,520,--,Anonymous Drummer,9 companions who played the drums each 1 s,June,1460
982,520,--,Anonymous Drummer,for nails and for iron work,June,1460
976,521,--,Anonymous Drummer,9 companions who played the drums each 1 s,June,1460
976,522,--,Anonymous Drummer,9 companions who played the drums each 1 s,June,1460
976,523,--,Anonymous Drummer,9 companions who played the drums each 1 s,June,1460
976,524,--,Anonymous Drummer,9 companions who played the drums each 1 s,June,1460
